Make,Model,Year,Mileage,Price,Body Style,Ex Color,In Color,Engine,Transmission,Doors
Honda,Accord,2011,43013,17998,Sedan,White,White,4 Cyl,Automatic,4
Toyota,RAV4,2011,21902,16995,SUV,Red,Tan,4 Cyl,Automatic,4
Infiniti,G 37,2011,24504,28977,Coupe,Blue,Gray,6 Cyl,Automatic,2
Honda,CR-V EX,2011,36843,18395,SUV,Red,Gray,4 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2011,10704,19879,Sedan,Gray,Gray,4 Cyl,Automatic,4
Nissan,Altima SL,2011,28000,16950,Sedan,White,Yellow,4 Cyl,Automatic,4
Mercedes-Benz,GL 450,2012,25392,51900,SUV,White,Brown,8 Cyl,Automatic,4
Nissan,Maxima,2011,52989,18000,Sedan,Black,Black,6 Cyl,Automatic,4
Honda,Accord EXL,2011,37718,16694,Sedan,Blue,Gray,4 Cyl,Automatic,4
Ford,Fiesta SE,2011,18230,13595,Hatchback,Black,Black,4 Cyl,Automatic,4
Subaru,Legacy 2.5i Premium,2011,35055,16875,Sedan,Gray,Gray,4 Cyl,Automatic,4
Ford,Focus SE,2011,71200,10998,Sedan,Black,Black,4 Cyl,Automatic,4
Nissan,Maxima S,2011,42000,16850,Sedan,Gray,Black,6 Cyl,Automatic,4
Hyundai,Elantra GLS,2011,5338,14598,Sedan,Blue,Tan,4 Cyl,Automatic,4
Nissan,Altima Hybrid,2011,47067,16995,Sedan,Blue,Black,Hybrid,Automatic,4
BMW,7 Series 750i,2012,25998,60285,Sedan,White,Black,8 Cyl,Automatic,4
Toyota,Venza,2011,33528,19995,Wagon,Silver,White,4 Cyl,Automatic,4
Ford,Fiesta SES,2011,29509,13995,Hatchback,Silver,Black,4 Cyl,Automatic,4
Volkswagen,Jetta SE,2011,22069,14777,Sedan,Silver,Black,5 Cyl,Automatic,4
Hyundai,Sonata GLS,2011,38578,13990,Sedan,Black,Gray,4 Cyl,Automatic,4
Honda,Accord EXL,2011,35833,18583,Sedan,Gray,Gray,6 Cyl,Automatic,4
Ford,Econoline E-350,2011,30709,18900,Van,Red,Gray,8 Cyl,Automatic,3
Nissan,Sentra,2011,18682,15390,Sedan,Silver,Gray,4 Cyl,Automatic,4
Nissan,Maxima SV,2011,25303,21500,Sedan,Silver,Gray,6 Cyl,Automatic,4
Nissan,Maxima SV,2011,15434,21995,Sedan,Gray,Gray,6 Cyl,Automatic,4
Toyota,Camry,2011,43990,14477,Sedan,Black,Black,4 Cyl,Automatic,4
Honda,Accord Crosstour EXL,2011,20279,22000,SUV,Black,Black,6 Cyl,Automatic,4
Mazda,Tribute Touring,2011,41809,14777,SUV,Blue,Black,4 Cyl,Automatic,4
Toyota,Venza,2011,50744,18500,Wagon,Silver,Gray,4 Cyl,Automatic,4
Nissan,Frontier PRO-4X,2011,58742,24556,Pickup,Black,Gray,6 Cyl,Automatic,4
Acura,TSX,2011,26259,22000,Sedan,Gray,Brown,4 Cyl,Automatic,4
Toyota,RAV4 Sport,2011,30794,19871,SUV,Gray,Black,4 Cyl,Automatic,4
Honda,CR-V EX,2011,23000,20316,SUV,White,Gray,4 Cyl,Automatic,4
Nissan,Rogue,2011,34310,19995,SUV,Red,Gray,4 Cyl,Automatic,4
Acura,TSX,2011,40178,19976,Sedan,Silver,Gray,4 Cyl,Automatic,4
Honda,CR-V EX,2011,30729,20495,SUV,Black,Black,4 Cyl,Automatic,4
Mercedes-Benz,S 350,2012,38930,55993,Sedan,Black,Black,6 Cyl,Automatic,4
Ford,Escape Limited,2011,55784,19391,SUV,Blue,Gray,6 Cyl,Automatic,4
Infiniti,FX 35,2011,35400,32660,SUV,Green,Tan,6 Cyl,Automatic,4
GMC,Terrain SLT,2011,51543,19777,SUV,Black,Black,4 Cyl,Automatic,4
Toyota,Camry XLE,2011,32133,16995,Sedan,Black,Gray,4 Cyl,Automatic,4
Infiniti,FX 35,2011,44402,32660,SUV,White,Gray,6 Cyl,Automatic,4
Honda,CR-V LX,2011,36095,20999,SUV,Silver,Gray,4 Cyl,Automatic,4
Nissan,Rogue S,2011,44287,16495,SUV,Gray,Black,4 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2011,16050,17998,Sedan,Blue,Gray,4 Cyl,Automatic,4
Honda,Pilot EXL,2011,24825,27998,SUV,Black,Gray,6 Cyl,Automatic,4
BMW,X5 35i,2011,30936,34494,SUV,Silver,Tan,6 Cyl,Automatic,4
Toyota,Sienna LE,2011,29703,21980,Minivan,Gray,Gray,6 Cyl,Automatic,4
Honda,CR-V LX,2011,38004,17500,SUV,Black,Black,4 Cyl,Automatic,4
Acura,TL,2011,33472,23998,Sedan,Black,Black,6 Cyl,Automatic,4
Toyota,Sienna LE,2011,42443,21500,Minivan,Gray,Gray,6 Cyl,Automatic,4
Jeep,Liberty Sport,2011,34880,21994,SUV,Silver,Gray,6 Cyl,Automatic,4
Toyota,RAV4 Sport,2011,16904,22900,SUV,Silver,Gray,6 Cyl,Automatic,4
Jeep,Liberty Sport,2011,37921,21995,SUV,Black,Gray,6 Cyl,Automatic,4
Honda,CR-V EX,2011,35856,18078,SUV,Black,Black,4 Cyl,Automatic,4
Acura,RDX,2011,47911,21900,SUV,Silver,Brown,4 Cyl,Automatic,4
Nissan,Rogue SV,2011,35003,18430,SUV,Silver,Gray,4 Cyl,Automatic,4
Audi,A4 2.0T,2011,49058,21930,Sedan,Black,Gray,4 Cyl,Automatic,4
Nissan,Sentra SL,2011,27665,18995,Sedan,White,Black,4 Cyl,Automatic,4
Ford,Ranger Sport,2011,42675,22386,Pickup,Black,Gray,6 Cyl,Automatic,4
Honda,Pilot EXL,2011,17690,25791,SUV,Red,Black,6 Cyl,Automatic,4
Hyundai,Azera Limited Edition,2011,35139,18783,Sedan,White,Tan,6 Cyl,Automatic,4
Nissan,Sentra SR,2011,33100,18995,Sedan,Red,Black,4 Cyl,Automatic,4
Toyota,Highlander,2011,20027,25995,SUV,Silver,Gray,6 Cyl,Automatic,4
Honda,Accord EXL,2011,16081,20000,Sedan,Black,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,36943,25203,Sedan,Red,Black,6 Cyl,Automatic,4
Land Rover,Range Rover Supercharged,2014,25,144995,SUV,Silver,Black,8 Cyl,Automatic,4
Cadillac,CTS,2011,22202,23993,Sedan,Black,Black,6 Cyl,Automatic,4
Honda,Pilot EXL,2011,28749,25944,SUV,Silver,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,35653,25687,Sedan,Gray,Black,6 Cyl,Automatic,4
Toyota,Camry XLE,2011,25085,19998,Sedan,Silver,Gray,4 Cyl,Automatic,4
Subaru,Outback 2.5i Limited,2011,11994,24995,Wagon,White,White,4 Cyl,Automatic,4
Acura,TSX,2011,24261,24487,Wagon,Gray,Gray,4 Cyl,Automatic,4
Subaru,Outback 2.5i Limited,2011,43282,23995,Wagon,White,Brown,4 Cyl,Automatic,4
Honda,CR-V EXL,2011,33126,20495,SUV,Silver,Black,4 Cyl,Automatic,4
Lexus,RX 350,2011,85820,24200,SUV,Gray,Gray,6 Cyl,Automatic,4
Lexus,ES 350,2011,21774,27500,Sedan,White,Gray,6 Cyl,Automatic,4
Toyota,Avalon,2011,32716,24988,Sedan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,34559,24985,Sedan,White,Tan,6 Cyl,Automatic,4
Acura,RDX Technology,2011,36467,27000,SUV,Gray,Black,4 Cyl,Automatic,4
Audi,A6,2011,35645,27300,Sedan,Gray,Black,6 Cyl,Automatic,4
Nissan,Xterra S,2011,40100,20899,SUV,Black,Gray,6 Cyl,Automatic,4
Honda,Ridgeline RTL,2011,45504,27000,Pickup,Black,Black,6 Cyl,Automatic,4
Toyota,Corolla S,2013,8128,18888,Sedan,Blue,Black,4 Cyl,Automatic,4
Volvo,S80,2011,24728,25999,Sedan,Black,Tan,6 Cyl,Automatic,4
Nissan,Pathfinder S,2011,38169,21335,SUV,Gray,Gray,6 Cyl,Automatic,4
Nissan,Maxima SV,2011,24279,22195,Sedan,White,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,30743,21877,Sedan,Black,Black,6 Cyl,Automatic,4
Infiniti,G 37,2011,33172,25977,Sedan,Blue,Gray,6 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2011,34602,25994,SUV,Silver,Gray,6 Cyl,Automatic,4
Chrysler,Town &amp; Country Touring,2011,39772,21850,Minivan,White,Black,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,11321,29900,Sedan,Gray,Black,6 Cyl,Automatic,4
Cadillac,CTS,2011,27465,26995,Sedan,Black,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,30932,28984,Sedan,Blue,Brown,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,12860,27850,Sedan,White,Black,6 Cyl,Automatic,4
Dodge,Durango Crew,2011,66895,21160,SUV,Silver,Black,6 Cyl,Automatic,4
Jeep,Wrangler Sport,2011,32459,22980,SUV,Black,Black,6 Cyl,Automatic,2
Nissan,Rogue S,2011,35172,22995,SUV,Gray,Gray,4 Cyl,Automatic,4
Infiniti,G 37,2011,35975,27495,Sedan,White,Gray,6 Cyl,Automatic,4
Mercedes-Benz,E 550,2011,50368,33214,Sedan,Silver,Tan,8 Cyl,Automatic,4
Mercedes-Benz,S 550,2012,34698,69900,Sedan,Gray,Tan,8 Cyl,Automatic,4
BMW,3 Series 328i,2011,31521,27995,Sedan,Silver,Black,6 Cyl,Automatic,4
Nissan,Rogue SV,2011,29739,23995,SUV,Silver,Black,4 Cyl,Automatic,4
Lincoln,MKX,2011,17689,30989,SUV,Black,Black,6 Cyl,Automatic,4
GMC,Acadia SLT,2011,37997,27990,SUV,Blue,Gray,6 Cyl,Automatic,4
Ford,Taurus Limited Edition,2011,18776,24895,Sedan,Black,Black,6 Cyl,Automatic,4
Toyota,Sienna XLE,2011,50096,27501,Minivan,Gray,Gray,6 Cyl,Automatic,4
Nissan,Maxima SV,2013,22724,20995,Sedan,Red,Black,6 Cyl,Automatic,4
Audi,S5,2011,45158,40000,Convertible,Silver,Black,6 Cyl,Automatic,2
Jeep,Wrangler Unlimited,2011,31393,28595,SUV,Beige,Black,6 Cyl,Automatic,4
Cadillac,SRX Luxury,2011,30953,24995,SUV,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,ML 350,2011,39883,28990,SUV,Gray,Black,6 Cyl,Automatic,4
Ford,Explorer Limited Edition,2011,43876,28900,SUV,Black,Brown,6 Cyl,Automatic,4
Dodge,Durango Crew,2011,43810,24890,SUV,White,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,42333,24998,Sedan,White,Black,6 Cyl,Automatic,4
Toyota,Camry SE,2013,8302,22987,Sedan,Green,Black,4 Cyl,Automatic,4
Lincoln,MKX,2011,29563,29886,SUV,White,Gray,6 Cyl,Automatic,4
Infiniti,EX 35,2011,28005,25998,SUV,Black,Brown,6 Cyl,Automatic,4
Acura,RDX Technology,2011,48759,25000,SUV,Gray,Black,4 Cyl,Automatic,4
Acura,MDX,2011,27622,30268,SUV,Silver,Brown,6 Cyl,Automatic,4
Lexus,IS 250,2011,39980,25550,Sedan,Gray,Black,6 Cyl,Automatic,4
Toyota,4Runner SR5,2011,43982,29500,SUV,Silver,Gray,6 Cyl,Automatic,4
Acura,RDX,2011,24506,26495,SUV,Silver,Black,4 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2011,58216,28994,SUV,Silver,Black,6 Cyl,Automatic,4
Lincoln,MKS,2011,17545,26990,Sedan,Black,Black,6 Cyl,Automatic,4
Dodge,Durango Crew,2011,40228,25885,SUV,White,Black,6 Cyl,Automatic,4
Honda,Pilot EXL,2011,19988,26899,SUV,Red,Black,6 Cyl,Automatic,4
Nissan,Juke NISMO,2013,5936,23995,SUV,White,Gray,4 Cyl,Automatic,4
Volvo,XC90,2011,45737,25994,SUV,Gray,Tan,6 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2011,51952,31995,SUV,Black,Black,6 Cyl,Automatic,4
Audi,A4 2.0T,2011,10164,27895,Sedan,Black,Black,4 Cyl,Automatic,4
Dodge,Charger R/T,2011,11092,27850,Sedan,Gray,Black,8 Cyl,Automatic,4
Acura,MDX Technology,2011,47824,32292,SUV,Black,Tan,6 Cyl,Automatic,4
BMW,X3 28i,2011,36261,32885,SUV,Black,Black,6 Cyl,Automatic,4
Lexus,RX 350,2011,30213,33201,SUV,White,White,6 Cyl,Automatic,4
Acura,MDX Technology,2011,36117,33000,SUV,Black,Black,6 Cyl,Automatic,4
Ford,Explorer XLT,2011,44301,26495,SUV,White,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2011,32096,33356,SUV,Gray,Black,6 Cyl,Automatic,4
Lexus,RX 350,2011,31300,33900,SUV,Black,Gray,6 Cyl,Automatic,4
Infiniti,G 37,2011,34892,28000,Sedan,Silver,Gray,6 Cyl,Automatic,4
Mercedes-Benz,ML 350,2011,27922,28877,SUV,Black,Black,6 Cyl,Automatic,4
Ford,Explorer XLT,2011,31894,28880,SUV,White,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2011,54636,31995,SUV,Silver,Tan,6 Cyl,Automatic,4
Nissan,Armada SV,2011,22197,33995,SUV,Black,Gray,8 Cyl,Automatic,4
Cadillac,SRX Luxury,2011,42170,28919,SUV,Black,Gray,6 Cyl,Automatic,4
Lexus,IS 250,2011,27923,35900,Convertible,White,Gray,6 Cyl,Automatic,2
Toyota,Prius Plug-in,2013,9398,26875,Hatchback,White,Gray,Hybrid,Automatic,4
Acura,MDX Technology,2011,19802,34587,SUV,White,Brown,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,36229,28590,Sedan,White,Tan,6 Cyl,Automatic,4
BMW,5 Series 535i,2011,38081,29877,Sedan,Blue,Tan,6 Cyl,Automatic,4
Mercedes-Benz,ML 350,2011,29946,36900,SUV,Gray,Black,6 Cyl,Automatic,4
BMW,5 Series 535i,2011,50902,33995,Sedan,Gray,Black,6 Cyl,Automatic,4
Infiniti,M 37,2011,16441,35995,Sedan,White,Gray,6 Cyl,Automatic,4
BMW,5 Series 535i,2011,38946,34990,Sedan,Black,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2011,36751,30989,SUV,Black,Tan,6 Cyl,Automatic,4
Ford,Explorer Limited Edition,2011,48617,30694,SUV,White,Black,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,8644,39300,Sedan,Gray,Black,6 Cyl,Automatic,4
Infiniti,M 37,2011,44927,31995,Sedan,Silver,Gray,6 Cyl,Automatic,4
Lexus,RX 350,2011,41266,32500,SUV,Gray,Black,6 Cyl,Automatic,4
GMC,Acadia Denali,2011,43838,32975,SUV,Silver,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2011,44980,32995,SUV,Black,Tan,6 Cyl,Automatic,4
BMW,5 Series 535i,2011,62204,37900,Sedan,White,Black,6 Cyl,Automatic,4
Cadillac,Escalade EXT,2011,50709,38999,SUV,White,Tan,8 Cyl,Automatic,4
Acura,MDX Advance,2011,31109,35889,SUV,Black,Black,6 Cyl,Automatic,4
Lexus,GX 460,2011,23049,40990,SUV,Black,Gray,8 Cyl,Automatic,4
Lexus,LS 460,2011,32664,43000,Sedan,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,ML 350,2011,14804,38992,SUV,White,Brown,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,32926,37990,Sedan,Black,Black,6 Cyl,Automatic,4
Land Rover,Range Rover Sport HSE,2011,28467,43555,SUV,Black,Black,8 Cyl,Automatic,4
Jaguar,XJ XJL,2011,47427,38559,Sedan,Black,Black,8 Cyl,Automatic,4
BMW,7 Series 750i,2011,43962,39977,Sedan,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,E 550,2011,29128,43830,Sedan,Silver,Black,8 Cyl,Automatic,4
BMW,X5 M,2011,48714,50310,SUV,Gray,Black,8 Cyl,Automatic,4
Chevrolet,Cobalt LT,2010,24410,12995,Sedan,Black,Black,4 Cyl,Automatic,4
Chevrolet,Malibu LT,2010,38324,12497,Sedan,Brown,Gray,4 Cyl,Automatic,4
Nissan,Sentra,2010,63038,7848,Sedan,Gray,Black,4 Cyl,Automatic,4
Honda,Accord LX,2010,51621,12995,Sedan,Gray,Gray,4 Cyl,Automatic,4
Dodge,Grand Caravan SE,2010,93283,11950,Minivan,Silver,Gray,6 Cyl,Automatic,4
Jeep,Patriot Sport,2010,112525,6895,SUV,Black,Gray,4 Cyl,Automatic,4
Ford,Taurus Limited Edition,2010,80883,14995,Sedan,Silver,Black,6 Cyl,Automatic,4
Honda,Accord EXL,2010,41287,14990,Sedan,Red,Brown,4 Cyl,Automatic,4
Chevrolet,Malibu LT,2010,36073,17650,Sedan,Red,Brown,4 Cyl,Automatic,4
Nissan,Rogue,2010,51717,14995,SUV,Red,Black,4 Cyl,Automatic,4
Toyota,Camry XLE,2010,36009,15900,Sedan,Gray,Gray,6 Cyl,Automatic,4
Nissan,Altima S,2010,58360,15950,Sedan,Gray,Gray,4 Cyl,Automatic,4
Mazda,CX-9 Grand Touring,2010,27096,17995,SUV,Gray,Tan,6 Cyl,Automatic,4
Mazda,Mazda3,2010,62218,12650,Sedan,White,Black,4 Cyl,Automatic,4
Subaru,Forester 2.5XT,2010,20270,21963,SUV,Black,Gray,4 Cyl,Automatic,4
Hyundai,Genesis,2010,66383,13689,Coupe,Silver,Black,4 Cyl,Automatic,2
Porsche,Panamera,2011,24648,59900,Sedan,Black,Black,6 Cyl,Automatic,4
Mini,Cooper S,2010,44119,14995,Hatchback,Red,Black,4 Cyl,Automatic,2
Honda,Accord EXL,2010,35030,15998,Sedan,White,White,4 Cyl,Automatic,4
Toyota,Corolla LE,2010,59091,14988,Sedan,Red,Tan,4 Cyl,Automatic,4
BMW,3 Series 328i,2010,65536,21999,Convertible,Black,Brown,6 Cyl,Automatic,2
Toyota,Avalon,2010,51150,19886,Sedan,White,Gray,6 Cyl,Automatic,4
Nissan,Murano SL,2010,38000,20550,SUV,Black,Black,6 Cyl,Automatic,4
Audi,A4 2.0T,2010,56213,20000,Sedan,Black,Black,4 Cyl,Automatic,4
Subaru,Forester 2.5X,2010,37249,20995,SUV,Green,Gray,4 Cyl,Automatic,4
Toyota,RAV4,2010,51853,16488,SUV,Silver,Gray,6 Cyl,Automatic,4
Nissan,Altima S,2012,4755,16295,Sedan,White,Tan,4 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2010,71348,20000,SUV,Black,Black,6 Cyl,Automatic,4
Chrysler,Town &amp; Country Touring,2010,61353,16500,Minivan,Black,Gray,6 Cyl,Automatic,4
BMW,3 Series 328i,2010,19973,18977,Sedan,Blue,Black,6 Cyl,Automatic,4
Toyota,Venza,2010,51037,22000,Wagon,Red,White,6 Cyl,Automatic,4
Volvo,XC70,2010,44348,24495,Wagon,Blue,Black,6 Cyl,Automatic,4
Ford,Edge SEL,2010,39141,18994,SUV,Gray,Black,6 Cyl,Automatic,4
Nissan,Sentra S,2012,24662,15995,Sedan,Black,Black,4 Cyl,Automatic,4
Chrysler,300 Touring,2010,36325,19999,Sedan,Red,Gray,6 Cyl,Automatic,4
Chevrolet,Equinox LTZ,2010,50731,23789,SUV,Silver,Black,6 Cyl,Automatic,4
Mazda,Mazdaspeed 3 Sport,2010,30384,20990,Hatchback,Silver,Black,4 Cyl,Manual,4
Volvo,XC90,2010,61038,23999,SUV,Black,Tan,6 Cyl,Automatic,4
Toyota,Camry LE,2012,19515,18300,Sedan,Gray,Gray,4 Cyl,Automatic,4
Toyota,Camry LE,2012,14931,18667,Sedan,Gray,Gray,4 Cyl,Automatic,4
Infiniti,M 35,2010,27029,25995,Sedan,Silver,Gray,6 Cyl,Automatic,4
Nissan,Quest S,2012,52954,16995,Minivan,Silver,Tan,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2010,25931,22275,Sedan,White,Tan,6 Cyl,Automatic,4
Infiniti,G 37,2010,38766,25995,Coupe,Gray,Gray,6 Cyl,Automatic,2
Infiniti,G 37,2010,20501,23995,Sedan,Blue,Gray,6 Cyl,Automatic,4
Toyota,Tundra Grade,2010,41275,29995,Pickup,White,Gray,8 Cyl,Automatic,4
Toyota,Prius Plug-in,2012,6783,21995,Hatchback,Blue,Gray,Hybrid,Automatic,4
Lexus,ES 350,2010,52943,23735,Sedan,Gray,Black,6 Cyl,Automatic,4
Cadillac,CTS Premium,2010,31804,25295,Sedan,White,Brown,6 Cyl,Automatic,4
Nissan,Murano LE,2010,43255,24730,SUV,Silver,Black,6 Cyl,Automatic,4
Acura,MDX,2010,79551,23926,SUV,Gray,Black,6 Cyl,Automatic,4
Toyota,Sienna LE,2012,13539,25994,Minivan,Beige,Tan,6 Cyl,Automatic,4
Toyota,Sequoia SR5,2010,36062,32992,SUV,Red,Tan,8 Cyl,Automatic,4
Infiniti,FX 35,2010,24315,29495,SUV,Green,Tan,6 Cyl,Automatic,4
GMC,Yukon,2010,59723,32461,SUV,Blue,Black,8 Cyl,Automatic,4
BMW,X5 30i,2010,39629,33998,SUV,Black,Black,6 Cyl,Automatic,4
Lexus,GX 460,2010,28254,34990,SUV,Black,Tan,8 Cyl,Automatic,4
Lexus,IS 250,2010,33371,30900,Convertible,Red,Black,6 Cyl,Automatic,2
Lexus,RX 350,2010,39706,30975,SUV,Red,Black,6 Cyl,Automatic,4
Acura,RDX Technology,2012,24180,28595,SUV,Black,Black,4 Cyl,Automatic,4
Chevrolet,Tahoe LTZ,2010,47434,36588,SUV,Black,Black,8 Cyl,Automatic,4
GMC,Yukon XL 1500,2010,67803,33995,SUV,White,Black,8 Cyl,Automatic,4
Cadillac,Escalade ESV,2010,40612,39995,SUV,Gray,Black,8 Cyl,Automatic,4
Acura,MDX,2012,19215,33995,SUV,Red,Tan,6 Cyl,Automatic,4
Volkswagen,GTI,2009,74116,13387,Hatchback,Black,Gray,4 Cyl,Automatic,2
Cadillac,Escalade,2010,42677,39777,SUV,White,Black,8 Cyl,Automatic,4
Ford,F-150 SVT Raptor,2010,30015,41998,Pickup,White,Black,8 Cyl,Automatic,4
Nissan,Armada Platinum Edition,2012,6861,41895,SUV,Silver,Black,8 Cyl,Automatic,4
Mazda,CX-7 Sport,2009,82998,11999,SUV,Black,Tan,4 Cyl,Automatic,4
Honda,Civic LX,2009,32189,11995,Sedan,Brown,Gray,4 Cyl,Automatic,4
Toyota,RAV4,2009,42876,14995,SUV,Silver,Gray,4 Cyl,Automatic,4
Nissan,Altima SL,2009,47471,12995,Sedan,Red,Gray,4 Cyl,Automatic,4
Mazda,CX-7 Sport,2009,113720,9995,SUV,Black,Black,4 Cyl,Automatic,4
Nissan,Altima S,2009,77956,12363,Coupe,Blue,Gray,4 Cyl,Automatic,2
Lexus,LX 570,2010,28358,54900,SUV,Silver,Gray,8 Cyl,Automatic,4
Hyundai,Sonata GLS,2009,77024,9997,Sedan,Silver,Gray,4 Cyl,Automatic,4
Honda,Accord EXL,2009,51406,17998,Coupe,Black,Black,6 Cyl,Manual,2
Toyota,Matrix XRS,2009,110498,8900,Wagon,Silver,Black,4 Cyl,Automatic,4
BMW,X5 M,2010,39122,56900,SUV,White,Black,8 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2009,112688,9477,Sedan,Black,Tan,6 Cyl,Automatic,4
Pontiac,Vibe,2009,32794,13675,Wagon,Silver,Black,4 Cyl,Automatic,4
Chevrolet,Express 2500,2009,93196,14950,Van,White,Gray,8 Cyl,Automatic,3
Chevrolet,Traverse LT,2009,66658,16585,SUV,Red,Gray,6 Cyl,Automatic,4
Acura,RDX Technology,2009,88158,17900,SUV,Purple,Gray,4 Cyl,Automatic,4
Nissan,Sentra S,2011,9869,12995,Sedan,Silver,Black,4 Cyl,Automatic,4
Audi,A4 2.0T,2009,49203,18349,Sedan,Blue,Tan,4 Cyl,Automatic,4
Nissan,Sentra SR,2011,44190,11799,Sedan,Red,Black,4 Cyl,Automatic,4
Land Rover,Range Rover Sport Supercharged,2009,70006,29995,SUV,Blue,White,8 Cyl,Automatic,4
Acura,TSX,2009,65415,19387,Sedan,Silver,Gray,4 Cyl,Automatic,4
Nissan,Altima S,2011,6352,15895,Sedan,Silver,Black,4 Cyl,Automatic,4
Mini,Cooper John Cooper Works,2009,56596,16950,Hatchback,Red,Black,4 Cyl,Manual,2
Acura,TL,2009,41912,22000,Sedan,White,Tan,6 Cyl,Automatic,4
Nissan,Altima S,2011,6520,16895,Sedan,White,Tan,4 Cyl,Automatic,4
Mazda,CX-9 Grand Touring,2009,38777,18389,SUV,Silver,Black,6 Cyl,Automatic,4
BMW,5 Series 528i,2009,42271,22850,Sedan,Blue,White,6 Cyl,Automatic,4
Honda,Odyssey Touring,2009,39652,22995,Minivan,Black,Black,6 Cyl,Automatic,4
Chevrolet,Traverse LT,2009,106419,15899,SUV,Gray,Gray,6 Cyl,Automatic,4
Mazda,CX-9 Grand Touring,2009,52928,19995,SUV,Silver,Black,6 Cyl,Automatic,4
Dodge,Challenger R/T,2009,18000,25995,Coupe,White,Black,8 Cyl,Automatic,2
Mercedes-Benz,E 350,2009,41522,21950,Sedan,Silver,Black,6 Cyl,Automatic,4
Lexus,RX 350,2009,40500,26995,SUV,Red,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2009,85001,22809,SUV,Black,Black,6 Cyl,Automatic,4
Audi,Q7,2009,66135,28995,SUV,Black,Black,6 Cyl,Automatic,4
Nissan,Pathfinder LE,2011,34924,24399,SUV,Black,Gray,6 Cyl,Automatic,4
Audi,Q7 Premium Plus,2009,58210,28995,SUV,Black,Black,6 Cyl,Automatic,4
Lexus,GX 470,2009,45216,29995,SUV,White,White,8 Cyl,Automatic,4
Acura,RDX Technology,2011,34785,27995,SUV,Black,Black,4 Cyl,Automatic,4
Mercedes-Benz,CL 550,2009,72000,39995,Coupe,Black,Brown,8 Cyl,Automatic,2
Chevrolet,Impala LS,2008,108661,8995,Sedan,Black,Black,6 Cyl,Automatic,4
Honda,Civic EXL,2008,24100,14000,Sedan,Gray,Gray,4 Cyl,Automatic,4
Ford,Explorer Eddie Bauer,2008,95076,10995,SUV,Red,Tan,6 Cyl,Automatic,4
Nissan,Altima S,2008,72215,10949,Sedan,Silver,White,4 Cyl,Automatic,4
Honda,Accord EXL,2008,33333,14995,Sedan,Gray,Black,4 Cyl,Automatic,4
Buick,Lucerne CX,2008,113595,8886,Sedan,Black,Gray,6 Cyl,Automatic,4
Honda,Fit Sport,2008,35185,12992,Hatchback,Orange,Black,4 Cyl,Automatic,4
Hyundai,Santa Fe GLS,2008,96949,9964,SUV,Gray,Gray,6 Cyl,Automatic,4
Saab,9-3,2008,81500,10990,Sedan,Black,Black,4 Cyl,Manual,4
Pontiac,G6 GT,2008,63563,11995,Convertible,Silver,Black,6 Cyl,Automatic,2
Ford,Taurus X Limited Edition,2008,141516,8495,SUV,White,Black,6 Cyl,Automatic,4
Saturn,VUE XE,2008,85580,11995,SUV,Gray,Tan,6 Cyl,Automatic,4
Ford,Explorer XLT,2008,98286,11987,SUV,Black,Gray,6 Cyl,Automatic,4
Honda,Civic EX,2008,70915,9999,Coupe,White,Tan,4 Cyl,Automatic,2
Honda,Civic Si,2008,62575,15555,Coupe,Blue,Black,4 Cyl,Manual,2
Honda,Civic Si,2008,54883,15995,Coupe,Black,Black,4 Cyl,Manual,2
Mini,Cooper S,2008,55841,12395,Hatchback,Green,Black,4 Cyl,Manual,2
Mazda,CX-7 Grand Touring,2008,86022,11000,SUV,Gray,Black,4 Cyl,Automatic,4
Nissan,Xterra SE,2008,83445,15900,SUV,Gray,Gray,6 Cyl,Automatic,4
Jeep,Grand Cherokee Limited Edition,2008,45876,19995,SUV,Silver,Gray,8 Cyl,Automatic,4
